% format: temp_front_[alt]_hPa(city1,city2,yyyy,mm,dd,h).

temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,8,5).
temp_front_700_hPa(lignano_grado,trieste,2019,4,8,5).
temp_front_700_hPa(gorizia,udine_palamnova,2019,4,8,5).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,8,5).
temp_front_700_hPa(lignano_grado,trieste,2019,4,8,7).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,8,7).
temp_front_700_hPa(gorizia,lignano_grado,2019,4,8,7).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,8,7).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,8,8).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,8,8).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,8,8).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,8,13).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,8,13).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,8,13).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,8,13).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,8,13).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,8,16).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,8,16).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,8,16).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,8,16).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,8,16).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,8,17).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,8,17).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,8,17).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,8,17).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,8,17).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,8,18).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,8,18).
temp_front_700_hPa(barcis,pordenone,2019,4,8,18).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,8,18).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,8,18).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,8,19).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,8,19).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,8,19).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,8,20).
temp_front_700_hPa(lignano_grado,trieste,2019,4,8,20).
temp_front_700_hPa(barcis,pordenone,2019,4,8,20).
temp_front_700_hPa(gorizia,udine_palamnova,2019,4,8,20).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,8,20).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,8,20).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,8,21).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,8,21).
temp_front_700_hPa(barcis,pordenone,2019,4,8,21).
temp_front_700_hPa(gorizia,udine_palamnova,2019,4,8,21).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,8,21).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,8,21).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,8,22).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,8,22).
temp_front_700_hPa(barcis,pordenone,2019,4,8,22).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,8,22).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,8,22).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,8,22).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,8,23).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,8,23).
temp_front_700_hPa(barcis,pordenone,2019,4,8,23).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,8,23).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,8,23).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,8,23).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,9,0).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,9,0).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,9,0).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,9,0).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,9,0).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,9,1).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,9,1).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,9,1).
temp_front_700_hPa(lignano_grado,trieste,2019,4,9,4).
temp_front_700_hPa(gorizia,trieste,2019,4,9,4).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,9,6).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,9,6).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,9,6).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,9,6).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,9,6).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,9,6).
temp_front_700_hPa(lignano_grado,trieste,2019,4,9,7).
temp_front_700_hPa(gorizia,trieste,2019,4,9,7).
temp_front_700_hPa(lignano_grado,trieste,2019,4,9,8).
temp_front_700_hPa(gorizia,trieste,2019,4,9,8).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,9,10).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,9,10).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,9,10).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,9,10).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,9,10).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,9,11).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,9,11).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,9,11).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,9,11).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,9,11).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,9,11).
temp_front_700_hPa(lignano_grado,udine_palamnova,2019,4,9,12).
temp_front_700_hPa(barcis,pordenone,2019,4,9,12).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,9,12).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,9,12).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,9,12).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,9,14).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,9,14).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,9,14).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,9,16).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,9,19).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,9,19).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,9,19).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,9,20).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,9,20).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,9,20).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,9,20).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,9,20).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,9,21).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,9,21).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,9,21).
temp_front_700_hPa(gemona_stolvizza,gorizia,2019,4,9,21).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,9,23).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,9,23).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,9,23).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,9,23).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,9,23).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,10,0).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,10,0).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,10,0).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,10,0).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,10,0).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,10,0).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,10,1).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,10,4).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,10,5).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,10,5).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,10,5).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,10,5).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,10,5).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,10,6).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,10,6).
temp_front_700_hPa(lignano_grado,trieste,2019,4,10,6).
temp_front_700_hPa(barcis,pordenone,2019,4,10,6).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,10,6).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,10,6).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,10,6).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,10,9).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,10,9).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,10,9).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,10,10).
temp_front_700_hPa(gorizia,lignano_grado,2019,4,10,10).
temp_front_700_hPa(lignano_grado,udine_palamnova,2019,4,10,15).
temp_front_700_hPa(barcis,pordenone,2019,4,10,15).
temp_front_700_hPa(gorizia,lignano_grado,2019,4,10,15).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,10,15).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,11,5).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,11,5).
temp_front_700_hPa(barcis,pordenone,2019,4,11,5).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,11,5).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,11,5).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,11,9).
temp_front_700_hPa(lignano_grado,trieste,2019,4,11,9).
temp_front_700_hPa(gorizia,udine_palamnova,2019,4,11,9).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,11,9).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,11,10).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,11,10).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,11,10).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,11,11).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,11,11).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,11,11).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,11,11).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,11,11).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,11,12).
temp_front_700_hPa(lignano_grado,trieste,2019,4,11,12).
temp_front_700_hPa(gorizia,udine_palamnova,2019,4,11,12).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,11,12).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,11,13).
temp_front_700_hPa(lignano_grado,trieste,2019,4,11,13).
temp_front_700_hPa(gorizia,udine_palamnova,2019,4,11,13).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,11,13).
temp_front_700_hPa(lignano_grado,trieste,2019,4,11,14).
temp_front_700_hPa(gorizia,trieste,2019,4,11,14).
temp_front_700_hPa(lignano_grado,trieste,2019,4,11,15).
temp_front_700_hPa(gorizia,trieste,2019,4,11,15).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,11,16).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,11,16).
temp_front_700_hPa(gorizia,udine_palamnova,2019,4,11,16).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,11,16).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,11,20).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,11,20).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,11,20).
temp_front_700_hPa(lignano_grado,trieste,2019,4,11,21).
temp_front_700_hPa(gorizia,trieste,2019,4,11,21).
temp_front_700_hPa(lignano_grado,trieste,2019,4,11,22).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,11,22).
temp_front_700_hPa(gemona_stolvizza,gorizia,2019,4,11,22).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,11,23).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,11,23).
temp_front_700_hPa(lignano_grado,udine_palamnova,2019,4,11,23).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,11,23).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,11,23).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,11,23).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,12,5).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,12,5).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,12,5).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,12,6).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,12,6).
temp_front_700_hPa(barcis,pordenone,2019,4,12,6).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,12,6).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,12,6).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,12,7).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,12,7).
temp_front_700_hPa(barcis,pordenone,2019,4,12,7).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,12,7).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,12,7).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,12,8).
temp_front_700_hPa(barcis,pordenone,2019,4,12,8).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,12,8).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,12,8).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,12,8).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,12,9).
temp_front_700_hPa(barcis,pordenone,2019,4,12,9).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,12,9).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,12,9).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,12,9).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,12,10).
temp_front_700_hPa(barcis,pordenone,2019,4,12,10).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,12,10).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,12,10).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,12,10).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,12,11).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,12,11).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,12,11).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,12,11).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,12,11).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,12,12).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,12,12).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,12,12).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,12,12).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,12,12).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,12,14).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,12,14).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,12,14).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,12,14).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,12,14).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,12,14).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,12,15).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,12,15).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,12,15).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,12,16).
temp_front_700_hPa(barcis,pordenone,2019,4,12,16).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,12,16).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,12,16).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,12,16).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,12,19).
temp_front_700_hPa(barcis,pordenone,2019,4,12,19).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,12,19).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,12,19).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,12,19).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,12,20).
temp_front_700_hPa(gorizia,lignano_grado,2019,4,12,20).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,12,21).
temp_front_700_hPa(gorizia,lignano_grado,2019,4,12,21).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,12,22).
temp_front_700_hPa(lignano_grado,trieste,2019,4,12,22).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,12,22).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,12,22).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,12,23).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,12,23).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,12,23).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,12,23).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,12,23).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,13,0).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,13,0).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,13,0).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,13,1).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,13,1).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,13,1).
temp_front_700_hPa(lignano_grado,trieste,2019,4,13,9).
temp_front_700_hPa(gorizia,trieste,2019,4,13,9).
temp_front_700_hPa(lignano_grado,trieste,2019,4,13,10).
temp_front_700_hPa(gorizia,trieste,2019,4,13,10).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,13,15).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,13,15).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,13,15).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,13,15).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,13,15).
temp_front_700_hPa(lignano_grado,trieste,2019,4,13,17).
temp_front_700_hPa(gorizia,trieste,2019,4,13,17).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,13,19).
temp_front_700_hPa(gorizia,lignano_grado,2019,4,13,19).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,14,2).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,14,2).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,14,2).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,14,2).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,14,3).
temp_front_700_hPa(lignano_grado,trieste,2019,4,14,3).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,14,3).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,14,3).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,14,4).
temp_front_700_hPa(lignano_grado,trieste,2019,4,14,4).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,14,4).
temp_front_700_hPa(gorizia,udine_palamnova,2019,4,14,4).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,14,4).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,14,4).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,14,5).
temp_front_700_hPa(lignano_grado,trieste,2019,4,14,5).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,14,5).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,14,5).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,14,6).
temp_front_700_hPa(gorizia,lignano_grado,2019,4,14,6).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,14,12).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,14,12).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,14,12).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,14,14).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,14,14).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,14,14).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,14,14).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,14,14).
temp_front_700_hPa(lignano_grado,udine_palamnova,2019,4,14,15).
temp_front_700_hPa(barcis,pordenone,2019,4,14,15).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,14,15).
temp_front_700_hPa(gemona_stolvizza,gorizia,2019,4,14,15).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,14,15).
temp_front_700_hPa(lignano_grado,trieste,2019,4,14,17).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,14,17).
temp_front_700_hPa(gemona_stolvizza,gorizia,2019,4,14,17).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,14,19).
temp_front_700_hPa(gorizia,lignano_grado,2019,4,14,19).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,14,20).
temp_front_700_hPa(gorizia,lignano_grado,2019,4,14,20).
temp_front_700_hPa(lignano_grado,trieste,2019,4,14,21).
temp_front_700_hPa(gorizia,trieste,2019,4,14,21).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,14,22).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,14,22).
temp_front_700_hPa(lignano_grado,trieste,2019,4,14,22).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,14,22).
temp_front_700_hPa(gorizia,trieste,2019,4,14,22).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,14,22).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,14,22).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,14,23).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,14,23).
temp_front_700_hPa(gemona_stolvizza,gorizia,2019,4,14,23).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,15,0).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,15,0).
temp_front_700_hPa(lignano_grado,trieste,2019,4,15,0).
temp_front_700_hPa(gorizia,lignano_grado,2019,4,15,0).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,15,0).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,15,0).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,15,1).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,15,1).
temp_front_700_hPa(barcis,pordenone,2019,4,15,1).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,15,1).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,15,1).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,15,1).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,15,2).
temp_front_700_hPa(lignano_grado,trieste,2019,4,15,2).
temp_front_700_hPa(barcis,pordenone,2019,4,15,2).
temp_front_700_hPa(gorizia,udine_palamnova,2019,4,15,2).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,15,2).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,15,2).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,15,4).
temp_front_700_hPa(lignano_grado,trieste,2019,4,15,4).
temp_front_700_hPa(barcis,pordenone,2019,4,15,4).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,15,4).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,15,4).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,15,4).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,15,5).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,15,5).
temp_front_700_hPa(lignano_grado,trieste,2019,4,15,5).
temp_front_700_hPa(barcis,pordenone,2019,4,15,5).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,15,5).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,15,5).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,15,5).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,15,6).
temp_front_700_hPa(lignano_grado,trieste,2019,4,15,6).
temp_front_700_hPa(barcis,pordenone,2019,4,15,6).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,15,6).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,15,6).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,15,6).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,15,8).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,15,8).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,15,8).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,15,10).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,15,10).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,15,10).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,15,10).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,15,10).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,15,10).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,15,11).
temp_front_700_hPa(lignano_grado,udine_palamnova,2019,4,15,11).
temp_front_700_hPa(gorizia,udine_palamnova,2019,4,15,11).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,15,11).
